session_id,user_id,session_start,session_date,source,device,region,age_band,income_band,product,is_returning_user,page_views,session_duration_seconds,completed_stage,product_page_viewed,calculator_used,cta_clicked,form_started,form_submitted,exit_page,exit_reason,estimated_opportunity_value
S000302,U001006,2025-03-09 07:03:49,2025-03-09,Paid Ads,Mobile,East,25-34,25K-50K,Insurance Plan,1,2,430,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,6929
S000303,U001568,2025-06-27 09:59:29,2025-06-27,Social Media,Mobile,South,25-34,25K-50K,Savings Account,0,1,673,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,9063
S000304,U001754,2025-04-21 17:50:04,2025-04-21,Direct,Mobile,South,45-54,Below 25K,Credit Card,0,10,905,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,17080
S000305,U000814,2025-04-02 16:42:27,2025-04-02,Paid Ads,Mobile,East,18-24,25K-50K,Credit Card,1,8,940,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,37394
S000306,U001945,2025-04-01 12:36:18,2025-04-01,Organic Search,Mobile,Central,35-44,25K-50K,Credit Card,0,1,322,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,32046
S000307,U000176,2025-06-26 11:22:27,2025-06-26,Organic Search,Mobile,North,35-44,25K-50K,Personal Loan,0,12,1190,Website Visit,0,0,0,0,0,Website Visit,Slow page load,136881
S000308,U000733,2025-02-14 02:58:46,2025-02-14,Paid Ads,Desktop,West,18-24,Below 25K,Savings Account,1,3,242,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,18016
S000309,U000683,2025-01-10 02:59:11,2025-01-10,Organic Search,Mobile,Central,35-44,50K-100K,Credit Card,1,11,211,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,29186
S000310,U000515,2025-05-05 04:07:54,2025-05-05,Organic Search,Mobile,North,18-24,100K+,Personal Loan,1,9,101,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,100136
S000311,U000076,2025-03-02 07:01:41,2025-03-02,Organic Search,Mobile,East,18-24,25K-50K,Personal Loan,0,12,178,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,103097
S000312,U001188,2025-04-23 17:27:38,2025-04-23,Organic Search,Mobile,East,25-34,25K-50K,Personal Loan,1,3,1185,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,110451
S000313,U000125,2025-03-12 06:11:41,2025-03-12,Email,Desktop,Central,25-34,25K-50K,Credit Card,1,12,786,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,37278
S000314,U001833,2025-01-26 11:46:10,2025-01-26,Social Media,Desktop,West,25-34,50K-100K,Insurance Plan,0,12,868,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,5518
S000315,U001566,2025-01-21 04:16:46,2025-01-21,Direct,Mobile,West,25-34,100K+,Personal Loan,0,10,1132,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,117847
S000316,U001227,2025-05-16 17:25:23,2025-05-16,Paid Ads,Mobile,West,25-34,25K-50K,Insurance Plan,0,5,519,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,10258
S000317,U000814,2025-05-18 07:52:31,2025-05-18,Organic Search,Desktop,Central,25-34,Below 25K,Personal Loan,0,4,1107,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,98423
S000318,U001551,2025-03-01 16:40:53,2025-03-01,Referral,Desktop,South,18-24,100K+,Personal Loan,0,11,368,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,137562
S000319,U001061,2025-04-29 15:02:10,2025-04-29,Social Media,Desktop,East,25-34,50K-100K,Credit Card,0,8,51,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,35155
S000320,U001656,2025-01-05 07:34:36,2025-01-05,Organic Search,Tablet,North,35-44,50K-100K,Credit Card,1,9,870,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,21640
S000321,U000111,2025-05-21 15:52:55,2025-05-21,Organic Search,Mobile,Central,25-34,100K+,Credit Card,0,2,156,Lead Form Submitted,1,1,1,1,1,,,0
S000322,U001249,2025-03-11 17:39:56,2025-03-11,Direct,Desktop,South,25-34,50K-100K,Personal Loan,1,2,145,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,158034
S000323,U000089,2025-03-05 23:35:15,2025-03-05,Direct,Desktop,North,35-44,100K+,Insurance Plan,0,5,781,Lead Form Submitted,1,1,1,1,1,,,0
S000324,U001013,2025-05-30 11:27:04,2025-05-30,Social Media,Mobile,North,45-54,50K-100K,Savings Account,0,3,579,Lead Form Submitted,1,1,1,1,1,,,0
S000325,U001789,2025-02-01 22:58:29,2025-02-01,Direct,Mobile,West,18-24,50K-100K,Personal Loan,1,12,64,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,114319
S000326,U000743,2025-04-24 15:29:18,2025-04-24,Social Media,Mobile,West,25-34,25K-50K,Personal Loan,0,1,796,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,153345
S000327,U001252,2025-03-16 15:05:26,2025-03-16,Paid Ads,Desktop,South,45-54,25K-50K,Personal Loan,0,9,383,Lead Form Submitted,1,1,1,1,1,,,0
S000328,U001059,2025-03-07 00:44:22,2025-03-07,Paid Ads,Desktop,East,35-44,25K-50K,Personal Loan,0,3,438,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,106923
S000329,U000572,2025-02-14 05:09:48,2025-02-14,Referral,Mobile,Central,25-34,100K+,Personal Loan,0,6,880,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,92489
S000330,U001486,2025-01-01 02:12:45,2025-01-01,Direct,Desktop,East,25-34,100K+,Credit Card,0,12,924,Lead Form Submitted,1,1,1,1,1,,,0
S000331,U001740,2025-02-24 13:26:19,2025-02-24,Referral,Mobile,Central,18-24,Below 25K,Credit Card,0,4,911,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,16214
S000332,U001725,2025-06-02 07:49:25,2025-06-02,Organic Search,Tablet,West,45-54,50K-100K,Insurance Plan,0,8,399,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,8250
S000333,U000823,2025-03-18 14:40:41,2025-03-18,Direct,Mobile,East,45-54,25K-50K,Credit Card,0,10,609,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,29524
S000334,U000952,2025-04-18 13:13:14,2025-04-18,Referral,Mobile,West,35-44,50K-100K,Personal Loan,1,6,193,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,126522
S000335,U001229,2025-06-16 00:14:58,2025-06-16,Direct,Desktop,West,25-34,25K-50K,Personal Loan,1,12,513,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,118707
S000336,U001594,2025-04-24 18:48:53,2025-04-24,Paid Ads,Desktop,South,18-24,25K-50K,Credit Card,1,12,1062,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,35536
S000337,U000318,2025-01-24 18:47:24,2025-01-24,Paid Ads,Mobile,East,25-34,50K-100K,Personal Loan,1,9,725,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,117364
S000338,U001032,2025-04-23 21:41:27,2025-04-23,Organic Search,Mobile,West,45-54,25K-50K,Credit Card,1,9,707,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,29254
S000339,U001069,2025-04-08 20:32:04,2025-04-08,Referral,Mobile,North,45-54,Below 25K,Insurance Plan,0,1,130,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,4580
S000340,U001240,2025-04-21 13:01:44,2025-04-21,Direct,Tablet,West,25-34,50K-100K,Personal Loan,0,10,168,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,142244
S000341,U001763,2025-05-19 15:36:44,2025-05-19,Paid Ads,Desktop,South,45-54,50K-100K,Personal Loan,0,10,199,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,126393
S000342,U001439,2025-06-05 18:54:21,2025-06-05,Email,Desktop,North,55+,100K+,Personal Loan,0,3,58,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,111827
S000343,U000863,2025-02-13 00:25:28,2025-02-13,Organic Search,Desktop,West,35-44,25K-50K,Insurance Plan,0,1,1007,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,7678
S000344,U000447,2025-03-07 00:54:04,2025-03-07,Referral,Mobile,West,55+,100K+,Personal Loan,0,2,1042,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,144179
S000345,U000233,2025-05-05 08:07:55,2025-05-05,Organic Search,Desktop,West,45-54,50K-100K,Credit Card,0,2,1071,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,33205
S000346,U001660,2025-03-08 01:30:04,2025-03-08,Referral,Mobile,North,35-44,25K-50K,Savings Account,0,3,371,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,11142
S000347,U000317,2025-03-27 16:28:52,2025-03-27,Organic Search,Mobile,West,25-34,25K-50K,Savings Account,0,8,666,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,13326
S000348,U001225,2025-02-18 15:26:18,2025-02-18,Direct,Desktop,Central,18-24,50K-100K,Personal Loan,0,7,1019,Lead Form Submitted,1,1,1,1,1,,,0
S000349,U001871,2025-02-15 11:17:04,2025-02-15,Organic Search,Desktop,West,25-34,50K-100K,Savings Account,0,8,162,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,11027
S000350,U000956,2025-04-09 14:34:38,2025-04-09,Organic Search,Desktop,South,25-34,50K-100K,Personal Loan,0,5,599,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,121262
S000351,U001071,2025-06-02 12:42:19,2025-06-02,Email,Mobile,Central,18-24,50K-100K,Credit Card,1,1,848,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,22982
S000352,U001439,2025-06-23 13:36:50,2025-06-23,Direct,Mobile,South,45-54,50K-100K,Credit Card,0,2,302,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,19940
S000353,U001459,2025-05-28 15:27:06,2025-05-28,Organic Search,Tablet,South,25-34,25K-50K,Personal Loan,0,11,39,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,77625
S000354,U001632,2025-06-10 00:53:40,2025-06-10,Paid Ads,Mobile,West,35-44,25K-50K,Credit Card,0,7,558,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,23394
S000355,U001720,2025-01-03 01:54:49,2025-01-03,Direct,Mobile,West,45-54,25K-50K,Personal Loan,0,2,734,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,84881
S000356,U000690,2025-05-31 03:50:47,2025-05-31,Referral,Mobile,East,25-34,50K-100K,Savings Account,0,7,65,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,21234
S000357,U001957,2025-04-13 02:11:43,2025-04-13,Direct,Desktop,Central,25-34,Below 25K,Savings Account,0,5,673,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,20537
S000358,U001520,2025-06-24 16:52:39,2025-06-24,Organic Search,Desktop,North,25-34,50K-100K,Personal Loan,0,9,1140,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,78016
S000359,U001742,2025-05-11 02:48:10,2025-05-11,Social Media,Mobile,South,25-34,Below 25K,Credit Card,0,5,1054,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,35036
S000360,U000012,2025-05-28 23:55:12,2025-05-28,Direct,Mobile,South,25-34,25K-50K,Personal Loan,0,2,661,Lead Form Submitted,1,1,1,1,1,,,0
S000361,U001773,2025-05-14 15:14:33,2025-05-14,Paid Ads,Mobile,South,45-54,25K-50K,Personal Loan,1,1,357,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,114823
S000362,U001410,2025-04-23 15:41:34,2025-04-23,Organic Search,Desktop,North,35-44,Below 25K,Personal Loan,1,5,829,Lead Form Submitted,1,1,1,1,1,,,0
S000363,U000266,2025-04-20 04:13:38,2025-04-20,Paid Ads,Mobile,East,25-34,50K-100K,Credit Card,1,12,664,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,24850
S000364,U001233,2025-01-16 12:23:12,2025-01-16,Paid Ads,Tablet,South,25-34,Below 25K,Savings Account,0,5,565,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,13120
S000365,U000490,2025-06-24 00:07:48,2025-06-24,Direct,Mobile,South,35-44,25K-50K,Credit Card,0,11,307,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,18123
S000366,U000314,2025-03-25 15:21:50,2025-03-25,Direct,Desktop,West,45-54,50K-100K,Personal Loan,0,4,870,Lead Form Submitted,1,1,1,1,1,,,0
S000367,U001863,2025-01-28 16:32:38,2025-01-28,Direct,Mobile,East,35-44,50K-100K,Insurance Plan,0,12,424,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,10738
S000368,U001053,2025-05-08 14:11:25,2025-05-08,Paid Ads,Mobile,North,45-54,50K-100K,Credit Card,1,5,119,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,19117
S000369,U001072,2025-03-29 18:28:05,2025-03-29,Paid Ads,Desktop,North,55+,25K-50K,Credit Card,0,1,382,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,16526
S000370,U001041,2025-01-06 11:45:15,2025-01-06,Paid Ads,Desktop,South,35-44,50K-100K,Personal Loan,1,9,655,Lead Form Submitted,1,1,1,1,1,,,0
S000371,U000310,2025-02-26 05:27:32,2025-02-26,Paid Ads,Desktop,East,25-34,25K-50K,Savings Account,1,6,753,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,9261
S000372,U001583,2025-01-26 04:00:32,2025-01-26,Organic Search,Tablet,Central,25-34,50K-100K,Credit Card,1,6,524,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,21821
S000373,U000191,2025-06-09 10:47:12,2025-06-09,Organic Search,Desktop,East,18-24,50K-100K,Savings Account,1,2,215,Lead Form Submitted,1,1,1,1,1,,,0
S000374,U001314,2025-04-29 04:35:35,2025-04-29,Organic Search,Desktop,South,18-24,50K-100K,Credit Card,0,9,940,Website Visit,0,0,0,0,0,Website Visit,Slow page load,38218
S000375,U001896,2025-06-28 15:26:03,2025-06-28,Email,Desktop,West,55+,25K-50K,Personal Loan,0,2,1015,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,97590
S000376,U001419,2025-06-04 03:45:45,2025-06-04,Email,Tablet,North,35-44,25K-50K,Savings Account,0,11,594,CTA Clicked,1,1,1,0,0,CTA Clicked,Not ready to apply,11283
S000377,U001495,2025-04-15 06:16:27,2025-04-15,Organic Search,Mobile,Central,35-44,50K-100K,Credit Card,0,5,329,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,37549
S000378,U000824,2025-02-21 21:03:12,2025-02-21,Social Media,Desktop,East,45-54,100K+,Savings Account,0,8,480,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,15240
S000379,U000697,2025-01-25 15:20:44,2025-01-25,Direct,Mobile,Central,25-34,25K-50K,Credit Card,0,2,847,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,23078
S000380,U001751,2025-02-15 06:59:36,2025-02-15,Direct,Desktop,Central,45-54,Below 25K,Savings Account,0,7,342,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,10583
S000381,U000754,2025-04-19 01:35:56,2025-04-19,Email,Mobile,East,25-34,25K-50K,Savings Account,1,10,112,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,11662
S000382,U000036,2025-03-13 18:12:19,2025-03-13,Paid Ads,Tablet,East,25-34,25K-50K,Personal Loan,0,8,834,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,74330
S000383,U000464,2025-03-13 03:06:38,2025-03-13,Organic Search,Mobile,East,45-54,50K-100K,Personal Loan,0,6,158,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,145959
S000384,U001625,2025-06-03 05:24:52,2025-06-03,Organic Search,Desktop,East,45-54,25K-50K,Savings Account,0,12,597,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,18551
S000385,U001842,2025-02-10 03:49:35,2025-02-10,Referral,Mobile,East,25-34,50K-100K,Insurance Plan,0,9,943,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,4499
S000386,U001580,2025-02-16 10:10:01,2025-02-16,Organic Search,Mobile,West,45-54,50K-100K,Credit Card,0,9,1068,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,36766
S000387,U001161,2025-01-29 07:47:58,2025-01-29,Organic Search,Mobile,East,35-44,100K+,Credit Card,0,11,328,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,30321
S000388,U001151,2025-05-17 18:52:24,2025-05-17,Organic Search,Mobile,West,35-44,50K-100K,Personal Loan,0,10,264,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,161949
S000389,U000378,2025-02-24 06:30:31,2025-02-24,Direct,Mobile,South,35-44,Below 25K,Insurance Plan,0,1,617,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,5828
S000390,U001846,2025-05-10 12:25:54,2025-05-10,Paid Ads,Desktop,North,35-44,25K-50K,Credit Card,0,5,299,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,37417
S000391,U000905,2025-03-26 08:27:56,2025-03-26,Organic Search,Tablet,East,35-44,25K-50K,Savings Account,0,10,1080,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,14849
S000392,U001878,2025-05-17 09:56:40,2025-05-17,Social Media,Desktop,West,25-34,25K-50K,Savings Account,1,12,684,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,14728
S000393,U000615,2025-05-25 23:41:08,2025-05-25,Paid Ads,Mobile,South,25-34,Below 25K,Personal Loan,1,12,1199,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,73750
S000394,U000021,2025-03-31 17:09:53,2025-03-31,Paid Ads,Mobile,North,25-34,25K-50K,Insurance Plan,0,12,305,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,10204
S000395,U001980,2025-04-26 12:31:12,2025-04-26,Organic Search,Desktop,West,45-54,50K-100K,Personal Loan,0,7,550,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,144007
S000396,U000412,2025-05-15 08:08:12,2025-05-15,Direct,Mobile,North,45-54,25K-50K,Personal Loan,0,7,1188,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,141016
S000397,U000501,2025-03-18 10:03:25,2025-03-18,Email,Mobile,Central,35-44,50K-100K,Personal Loan,0,4,105,Lead Form Submitted,1,1,1,1,1,,,0
S000398,U000682,2025-03-20 23:54:33,2025-03-20,Organic Search,Mobile,West,35-44,50K-100K,Insurance Plan,1,11,393,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,4588
S000399,U000386,2025-06-10 21:10:34,2025-06-10,Direct,Mobile,South,35-44,50K-100K,Personal Loan,1,10,370,Website Visit,0,0,0,0,0,Website Visit,Slow page load,115626
S000400,U001167,2025-04-20 10:18:40,2025-04-20,Organic Search,Desktop,South,35-44,50K-100K,Credit Card,0,2,496,Lead Form Submitted,1,1,1,1,1,,,0
S000401,U000058,2025-03-12 07:40:58,2025-03-12,Paid Ads,Desktop,East,35-44,50K-100K,Savings Account,0,1,563,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,16980
S000402,U000269,2025-03-07 07:19:18,2025-03-07,Organic Search,Mobile,North,35-44,25K-50K,Credit Card,0,1,236,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,35518
S000403,U001770,2025-02-21 09:55:40,2025-02-21,Organic Search,Mobile,East,35-44,25K-50K,Insurance Plan,0,1,1001,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,10648
S000404,U000108,2025-04-03 12:40:43,2025-04-03,Paid Ads,Mobile,South,25-34,25K-50K,Savings Account,0,5,362,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,20386
S000405,U000750,2025-05-22 07:50:56,2025-05-22,Referral,Desktop,West,45-54,25K-50K,Credit Card,0,12,202,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,28775
S000406,U000176,2025-06-21 16:20:27,2025-06-21,Email,Mobile,South,18-24,25K-50K,Personal Loan,1,6,929,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,111498
S000407,U001536,2025-04-14 08:54:53,2025-04-14,Organic Search,Desktop,West,35-44,50K-100K,Savings Account,1,7,954,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,21067
S000408,U000191,2025-05-11 03:21:58,2025-05-11,Direct,Mobile,South,25-34,100K+,Credit Card,0,5,1004,Lead Form Submitted,1,1,1,1,1,,,0
S000409,U000441,2025-01-21 07:58:22,2025-01-21,Social Media,Mobile,South,25-34,25K-50K,Credit Card,1,3,582,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,21354
S000410,U001000,2025-06-19 00:37:30,2025-06-19,Paid Ads,Desktop,North,35-44,25K-50K,Personal Loan,0,9,1126,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,94856
S000411,U001245,2025-06-25 01:31:48,2025-06-25,Organic Search,Mobile,North,18-24,50K-100K,Insurance Plan,0,5,442,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,9535
S000412,U001616,2025-06-27 15:52:03,2025-06-27,Referral,Desktop,West,45-54,100K+,Savings Account,0,5,70,Lead Form Submitted,1,1,1,1,1,,,0
S000413,U000446,2025-01-31 08:10:37,2025-01-31,Social Media,Mobile,Central,35-44,50K-100K,Personal Loan,0,4,828,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,133113
S000414,U000988,2025-04-02 13:09:54,2025-04-02,Direct,Mobile,West,35-44,50K-100K,Savings Account,0,12,721,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,16313
S000415,U000577,2025-01-26 08:45:14,2025-01-26,Social Media,Mobile,North,25-34,Below 25K,Credit Card,0,3,652,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,39292
S000416,U000589,2025-04-12 19:44:10,2025-04-12,Email,Mobile,West,55+,100K+,Savings Account,0,1,474,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,9544
S000417,U000256,2025-01-13 06:11:01,2025-01-13,Social Media,Mobile,West,35-44,25K-50K,Savings Account,0,7,895,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,19909
S000418,U000239,2025-01-10 06:05:07,2025-01-10,Direct,Mobile,Central,35-44,25K-50K,Personal Loan,0,1,618,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,96390
S000419,U000201,2025-02-08 12:31:56,2025-02-08,Direct,Mobile,West,18-24,25K-50K,Insurance Plan,1,6,161,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,8557
S000420,U000039,2025-02-05 09:42:45,2025-02-05,Organic Search,Tablet,Central,25-34,25K-50K,Credit Card,0,2,1177,Lead Form Submitted,1,1,1,1,1,,,0
S000421,U001889,2025-04-16 07:21:48,2025-04-16,Organic Search,Mobile,South,25-34,50K-100K,Personal Loan,0,5,634,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,115453
S000422,U001593,2025-03-13 11:05:00,2025-03-13,Organic Search,Tablet,North,45-54,50K-100K,Insurance Plan,0,11,261,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,7366
S000423,U001426,2025-04-14 12:52:02,2025-04-14,Referral,Desktop,South,25-34,25K-50K,Credit Card,1,11,1007,Lead Form Submitted,1,1,1,1,1,,,0
S000424,U000317,2025-03-02 10:33:26,2025-03-02,Social Media,Desktop,West,45-54,100K+,Credit Card,0,2,539,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,37243
S000425,U000582,2025-06-25 23:56:46,2025-06-25,Paid Ads,Mobile,Central,25-34,50K-100K,Personal Loan,1,12,515,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,104779
S000426,U000673,2025-05-09 05:58:18,2025-05-09,Organic Search,Desktop,West,45-54,50K-100K,Personal Loan,0,10,263,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,147725
S000427,U001909,2025-03-23 04:38:02,2025-03-23,Organic Search,Desktop,East,45-54,100K+,Credit Card,0,5,866,Lead Form Submitted,1,1,1,1,1,,,0
S000428,U000717,2025-01-26 00:08:15,2025-01-26,Organic Search,Tablet,Central,25-34,25K-50K,Personal Loan,0,5,438,Lead Form Submitted,1,1,1,1,1,,,0
S000429,U000542,2025-05-05 13:17:33,2025-05-05,Direct,Desktop,Central,45-54,50K-100K,Personal Loan,0,2,458,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,67012
S000430,U000348,2025-03-05 14:57:38,2025-03-05,Direct,Desktop,West,45-54,Below 25K,Credit Card,0,11,863,Lead Form Submitted,1,1,1,1,1,,,0
S000431,U000211,2025-05-13 00:38:43,2025-05-13,Paid Ads,Mobile,Central,25-34,25K-50K,Personal Loan,0,10,733,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,91699
S000432,U001407,2025-05-01 19:40:53,2025-05-01,Direct,Tablet,Central,45-54,50K-100K,Personal Loan,0,7,624,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,133461
S000433,U000705,2025-01-10 18:07:23,2025-01-10,Email,Mobile,North,18-24,25K-50K,Credit Card,0,11,447,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,33319
S000434,U001513,2025-01-15 09:25:04,2025-01-15,Referral,Desktop,West,18-24,Below 25K,Savings Account,1,2,1120,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,12422
S000435,U000260,2025-05-30 19:07:15,2025-05-30,Direct,Tablet,West,45-54,50K-100K,Personal Loan,0,2,906,Lead Form Submitted,1,1,1,1,1,,,0
S000436,U000342,2025-03-13 05:32:25,2025-03-13,Paid Ads,Mobile,West,25-34,100K+,Personal Loan,0,5,42,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,135340
S000437,U000770,2025-03-19 03:23:20,2025-03-19,Paid Ads,Mobile,Central,35-44,25K-50K,Credit Card,0,4,250,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,37478
S000438,U000718,2025-02-26 17:27:09,2025-02-26,Paid Ads,Mobile,South,18-24,Below 25K,Personal Loan,0,7,841,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,127934
S000439,U001446,2025-05-19 17:07:25,2025-05-19,Email,Mobile,North,45-54,100K+,Personal Loan,0,11,604,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,70842
S000440,U000854,2025-03-18 09:45:48,2025-03-18,Paid Ads,Mobile,Central,18-24,50K-100K,Personal Loan,0,5,935,Lead Form Submitted,1,1,1,1,1,,,0
S000441,U001912,2025-06-11 10:55:54,2025-06-11,Paid Ads,Tablet,West,25-34,25K-50K,Credit Card,0,5,277,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,34683
S000442,U001474,2025-05-11 02:17:01,2025-05-11,Direct,Desktop,West,45-54,25K-50K,Personal Loan,1,2,140,Lead Form Submitted,1,1,1,1,1,,,0
