event_id,session_id,user_id,event_timestamp,stage_name,event_status,source,device,region,product
E001487XX,S001487,U001287,2025-03-29 19:32:29,Product Page Viewed,Dropped Off,Organic Search,Mobile,Central,Savings Account
E00148801,S001488,U000662,2025-03-21 08:19:25,Website Visit,Completed,Direct,Mobile,Central,Savings Account
E00148802,S001488,U000662,2025-03-21 08:21:28,Product Page Viewed,Completed,Direct,Mobile,Central,Savings Account
E00148803,S001488,U000662,2025-03-21 08:45:11,Calculator Used,Completed,Direct,Mobile,Central,Savings Account
E001488XX,S001488,U000662,2025-03-21 08:45:11,Calculator Used,Dropped Off,Direct,Mobile,Central,Savings Account
E00148901,S001489,U001411,2025-06-17 14:22:35,Website Visit,Completed,Email,Mobile,West,Credit Card
E00148902,S001489,U001411,2025-06-17 14:49:12,Product Page Viewed,Completed,Email,Mobile,West,Credit Card
E00148903,S001489,U001411,2025-06-17 15:03:51,Calculator Used,Completed,Email,Mobile,West,Credit Card
E001489XX,S001489,U001411,2025-06-17 15:03:51,Calculator Used,Dropped Off,Email,Mobile,West,Credit Card
E00149001,S001490,U001291,2025-06-04 10:21:53,Website Visit,Completed,Organic Search,Mobile,South,Savings Account
E00149002,S001490,U001291,2025-06-04 10:38:02,Product Page Viewed,Completed,Organic Search,Mobile,South,Savings Account
E001490XX,S001490,U001291,2025-06-04 10:38:02,Product Page Viewed,Dropped Off,Organic Search,Mobile,South,Savings Account
E00149101,S001491,U000017,2025-02-06 00:08:52,Website Visit,Completed,Social Media,Mobile,West,Personal Loan
E00149102,S001491,U000017,2025-02-06 00:37:14,Product Page Viewed,Completed,Social Media,Mobile,West,Personal Loan
E001491XX,S001491,U000017,2025-02-06 00:37:14,Product Page Viewed,Dropped Off,Social Media,Mobile,West,Personal Loan
E00149201,S001492,U000824,2025-02-17 15:14:21,Website Visit,Completed,Organic Search,Mobile,South,Credit Card
E00149202,S001492,U000824,2025-02-17 15:20:49,Product Page Viewed,Completed,Organic Search,Mobile,South,Credit Card
E00149203,S001492,U000824,2025-02-17 15:25:44,Calculator Used,Completed,Organic Search,Mobile,South,Credit Card
E001492XX,S001492,U000824,2025-02-17 15:25:44,Calculator Used,Dropped Off,Organic Search,Mobile,South,Credit Card
E00149301,S001493,U001161,2025-06-24 18:50:19,Website Visit,Completed,Paid Ads,Mobile,North,Credit Card
E00149302,S001493,U001161,2025-06-24 19:06:43,Product Page Viewed,Completed,Paid Ads,Mobile,North,Credit Card
E00149303,S001493,U001161,2025-06-24 19:13:31,Calculator Used,Completed,Paid Ads,Mobile,North,Credit Card
E001493XX,S001493,U001161,2025-06-24 19:13:31,Calculator Used,Dropped Off,Paid Ads,Mobile,North,Credit Card
E00149401,S001494,U000695,2025-03-06 11:21:26,Website Visit,Completed,Email,Tablet,East,Credit Card
E00149402,S001494,U000695,2025-03-06 11:41:51,Product Page Viewed,Completed,Email,Tablet,East,Credit Card
E00149403,S001494,U000695,2025-03-06 12:10:26,Calculator Used,Completed,Email,Tablet,East,Credit Card
E00149404,S001494,U000695,2025-03-06 12:16:56,CTA Clicked,Completed,Email,Tablet,East,Credit Card
E00149405,S001494,U000695,2025-03-06 12:24:01,Lead Form Started,Completed,Email,Tablet,East,Credit Card
E00149406,S001494,U000695,2025-03-06 12:28:47,Lead Form Submitted,Completed,Email,Tablet,East,Credit Card
E00149501,S001495,U001219,2025-05-26 22:28:08,Website Visit,Completed,Social Media,Desktop,North,Personal Loan
E001495XX,S001495,U001219,2025-05-26 22:28:08,Website Visit,Dropped Off,Social Media,Desktop,North,Personal Loan
E00149601,S001496,U001193,2025-05-15 21:43:40,Website Visit,Completed,Email,Mobile,South,Savings Account
E00149602,S001496,U001193,2025-05-15 21:51:55,Product Page Viewed,Completed,Email,Mobile,South,Savings Account
E001496XX,S001496,U001193,2025-05-15 21:51:55,Product Page Viewed,Dropped Off,Email,Mobile,South,Savings Account
E00149701,S001497,U000577,2025-06-18 16:29:27,Website Visit,Completed,Organic Search,Mobile,North,Personal Loan
E00149702,S001497,U000577,2025-06-18 16:40:09,Product Page Viewed,Completed,Organic Search,Mobile,North,Personal Loan
E001497XX,S001497,U000577,2025-06-18 16:40:09,Product Page Viewed,Dropped Off,Organic Search,Mobile,North,Personal Loan
E00149801,S001498,U001442,2025-01-22 12:27:59,Website Visit,Completed,Direct,Tablet,North,Credit Card
E00149802,S001498,U001442,2025-01-22 12:34:35,Product Page Viewed,Completed,Direct,Tablet,North,Credit Card
E00149803,S001498,U001442,2025-01-22 12:40:16,Calculator Used,Completed,Direct,Tablet,North,Credit Card
E00149804,S001498,U001442,2025-01-22 13:07:16,CTA Clicked,Completed,Direct,Tablet,North,Credit Card
E00149805,S001498,U001442,2025-01-22 13:26:46,Lead Form Started,Completed,Direct,Tablet,North,Credit Card
E001498XX,S001498,U001442,2025-01-22 13:26:46,Lead Form Started,Dropped Off,Direct,Tablet,North,Credit Card
E00149901,S001499,U001378,2025-06-16 00:20:05,Website Visit,Completed,Organic Search,Mobile,North,Savings Account
E00149902,S001499,U001378,2025-06-16 00:23:22,Product Page Viewed,Completed,Organic Search,Mobile,North,Savings Account
E00149903,S001499,U001378,2025-06-16 00:45:16,Calculator Used,Completed,Organic Search,Mobile,North,Savings Account
E00149904,S001499,U001378,2025-06-16 01:05:49,CTA Clicked,Completed,Organic Search,Mobile,North,Savings Account
E001499XX,S001499,U001378,2025-06-16 01:05:49,CTA Clicked,Dropped Off,Organic Search,Mobile,North,Savings Account
E00150001,S001500,U000287,2025-04-24 09:14:05,Website Visit,Completed,Email,Desktop,East,Personal Loan
E00150002,S001500,U000287,2025-04-24 09:30:04,Product Page Viewed,Completed,Email,Desktop,East,Personal Loan
E001500XX,S001500,U000287,2025-04-24 09:30:04,Product Page Viewed,Dropped Off,Email,Desktop,East,Personal Loan
E00150101,S001501,U001267,2025-02-24 02:12:08,Website Visit,Completed,Email,Tablet,South,Savings Account
E00150102,S001501,U001267,2025-02-24 02:40:36,Product Page Viewed,Completed,Email,Tablet,South,Savings Account
E001501XX,S001501,U001267,2025-02-24 02:40:36,Product Page Viewed,Dropped Off,Email,Tablet,South,Savings Account
E00150201,S001502,U001126,2025-05-13 22:58:07,Website Visit,Completed,Email,Desktop,North,Personal Loan
E00150202,S001502,U001126,2025-05-13 23:11:27,Product Page Viewed,Completed,Email,Desktop,North,Personal Loan
E001502XX,S001502,U001126,2025-05-13 23:11:27,Product Page Viewed,Dropped Off,Email,Desktop,North,Personal Loan
E00150301,S001503,U000150,2025-01-28 12:12:47,Website Visit,Completed,Organic Search,Desktop,South,Personal Loan
E00150302,S001503,U000150,2025-01-28 12:33:54,Product Page Viewed,Completed,Organic Search,Desktop,South,Personal Loan
E001503XX,S001503,U000150,2025-01-28 12:33:54,Product Page Viewed,Dropped Off,Organic Search,Desktop,South,Personal Loan
E00150401,S001504,U000600,2025-01-04 18:47:30,Website Visit,Completed,Paid Ads,Mobile,West,Savings Account
E001504XX,S001504,U000600,2025-01-04 18:47:30,Website Visit,Dropped Off,Paid Ads,Mobile,West,Savings Account
E00150501,S001505,U001360,2025-01-08 00:38:31,Website Visit,Completed,Email,Desktop,Central,Personal Loan
E00150502,S001505,U001360,2025-01-08 00:38:57,Product Page Viewed,Completed,Email,Desktop,Central,Personal Loan
E00150503,S001505,U001360,2025-01-08 01:00:25,Calculator Used,Completed,Email,Desktop,Central,Personal Loan
E00150504,S001505,U001360,2025-01-08 01:26:36,CTA Clicked,Completed,Email,Desktop,Central,Personal Loan
E00150505,S001505,U001360,2025-01-08 01:28:05,Lead Form Started,Completed,Email,Desktop,Central,Personal Loan
E00150506,S001505,U001360,2025-01-08 01:30:48,Lead Form Submitted,Completed,Email,Desktop,Central,Personal Loan
E00150601,S001506,U000273,2025-04-20 18:16:02,Website Visit,Completed,Email,Desktop,West,Insurance Plan
E00150602,S001506,U000273,2025-04-20 18:18:19,Product Page Viewed,Completed,Email,Desktop,West,Insurance Plan
E00150603,S001506,U000273,2025-04-20 18:37:57,Calculator Used,Completed,Email,Desktop,West,Insurance Plan
E00150604,S001506,U000273,2025-04-20 19:05:02,CTA Clicked,Completed,Email,Desktop,West,Insurance Plan
E00150605,S001506,U000273,2025-04-20 19:28:22,Lead Form Started,Completed,Email,Desktop,West,Insurance Plan
E001506XX,S001506,U000273,2025-04-20 19:28:22,Lead Form Started,Dropped Off,Email,Desktop,West,Insurance Plan
E00150701,S001507,U001377,2025-03-02 01:28:19,Website Visit,Completed,Email,Desktop,South,Credit Card
E00150702,S001507,U001377,2025-03-02 01:55:43,Product Page Viewed,Completed,Email,Desktop,South,Credit Card
E00150703,S001507,U001377,2025-03-02 02:05:28,Calculator Used,Completed,Email,Desktop,South,Credit Card
E001507XX,S001507,U001377,2025-03-02 02:05:28,Calculator Used,Dropped Off,Email,Desktop,South,Credit Card
E00150801,S001508,U000703,2025-01-31 19:02:33,Website Visit,Completed,Organic Search,Mobile,North,Credit Card
E00150802,S001508,U000703,2025-01-31 19:16:31,Product Page Viewed,Completed,Organic Search,Mobile,North,Credit Card
E00150803,S001508,U000703,2025-01-31 19:39:56,Calculator Used,Completed,Organic Search,Mobile,North,Credit Card
E00150804,S001508,U000703,2025-01-31 19:49:39,CTA Clicked,Completed,Organic Search,Mobile,North,Credit Card
E001508XX,S001508,U000703,2025-01-31 19:49:39,CTA Clicked,Dropped Off,Organic Search,Mobile,North,Credit Card
E00150901,S001509,U000223,2025-03-27 20:35:30,Website Visit,Completed,Organic Search,Desktop,East,Personal Loan
E00150902,S001509,U000223,2025-03-27 20:40:08,Product Page Viewed,Completed,Organic Search,Desktop,East,Personal Loan
E00150903,S001509,U000223,2025-03-27 20:46:56,Calculator Used,Completed,Organic Search,Desktop,East,Personal Loan
E001509XX,S001509,U000223,2025-03-27 20:46:56,Calculator Used,Dropped Off,Organic Search,Desktop,East,Personal Loan
E00151001,S001510,U000227,2025-01-16 03:00:13,Website Visit,Completed,Paid Ads,Tablet,East,Personal Loan
E00151002,S001510,U000227,2025-01-16 03:14:34,Product Page Viewed,Completed,Paid Ads,Tablet,East,Personal Loan
E001510XX,S001510,U000227,2025-01-16 03:14:34,Product Page Viewed,Dropped Off,Paid Ads,Tablet,East,Personal Loan
E00151101,S001511,U001485,2025-04-08 16:11:08,Website Visit,Completed,Organic Search,Mobile,East,Credit Card
E00151102,S001511,U001485,2025-04-08 16:22:54,Product Page Viewed,Completed,Organic Search,Mobile,East,Credit Card
E001511XX,S001511,U001485,2025-04-08 16:22:54,Product Page Viewed,Dropped Off,Organic Search,Mobile,East,Credit Card
E00151201,S001512,U000907,2025-06-16 19:52:17,Website Visit,Completed,Social Media,Mobile,Central,Insurance Plan
E00151202,S001512,U000907,2025-06-16 20:09:51,Product Page Viewed,Completed,Social Media,Mobile,Central,Insurance Plan
E001512XX,S001512,U000907,2025-06-16 20:09:51,Product Page Viewed,Dropped Off,Social Media,Mobile,Central,Insurance Plan
E00151301,S001513,U000707,2025-05-15 03:32:00,Website Visit,Completed,Paid Ads,Desktop,South,Personal Loan
E00151302,S001513,U000707,2025-05-15 03:34:37,Product Page Viewed,Completed,Paid Ads,Desktop,South,Personal Loan
E001513XX,S001513,U000707,2025-05-15 03:34:37,Product Page Viewed,Dropped Off,Paid Ads,Desktop,South,Personal Loan
E00151401,S001514,U001554,2025-01-03 02:18:36,Website Visit,Completed,Direct,Mobile,East,Credit Card
E00151402,S001514,U001554,2025-01-03 02:34:55,Product Page Viewed,Completed,Direct,Mobile,East,Credit Card
E00151403,S001514,U001554,2025-01-03 02:57:18,Calculator Used,Completed,Direct,Mobile,East,Credit Card
E00151404,S001514,U001554,2025-01-03 03:17:47,CTA Clicked,Completed,Direct,Mobile,East,Credit Card
E00151405,S001514,U001554,2025-01-03 03:40:59,Lead Form Started,Completed,Direct,Mobile,East,Credit Card
E00151406,S001514,U001554,2025-01-03 04:05:31,Lead Form Submitted,Completed,Direct,Mobile,East,Credit Card
E00151501,S001515,U001775,2025-01-27 20:02:26,Website Visit,Completed,Social Media,Mobile,West,Personal Loan
E00151502,S001515,U001775,2025-01-27 20:16:31,Product Page Viewed,Completed,Social Media,Mobile,West,Personal Loan
E00151503,S001515,U001775,2025-01-27 20:24:31,Calculator Used,Completed,Social Media,Mobile,West,Personal Loan
E001515XX,S001515,U001775,2025-01-27 20:24:31,Calculator Used,Dropped Off,Social Media,Mobile,West,Personal Loan
E00151601,S001516,U000363,2025-06-19 14:31:35,Website Visit,Completed,Paid Ads,Mobile,North,Credit Card
E00151602,S001516,U000363,2025-06-19 14:42:19,Product Page Viewed,Completed,Paid Ads,Mobile,North,Credit Card
E00151603,S001516,U000363,2025-06-19 15:04:42,Calculator Used,Completed,Paid Ads,Mobile,North,Credit Card
E001516XX,S001516,U000363,2025-06-19 15:04:42,Calculator Used,Dropped Off,Paid Ads,Mobile,North,Credit Card
E00151701,S001517,U000505,2025-05-03 02:25:01,Website Visit,Completed,Paid Ads,Mobile,North,Personal Loan
E00151702,S001517,U000505,2025-05-03 02:27:48,Product Page Viewed,Completed,Paid Ads,Mobile,North,Personal Loan
E00151703,S001517,U000505,2025-05-03 02:55:18,Calculator Used,Completed,Paid Ads,Mobile,North,Personal Loan
E001517XX,S001517,U000505,2025-05-03 02:55:18,Calculator Used,Dropped Off,Paid Ads,Mobile,North,Personal Loan
E00151801,S001518,U000736,2025-05-22 10:15:30,Website Visit,Completed,Email,Mobile,West,Personal Loan
E00151802,S001518,U000736,2025-05-22 10:45:11,Product Page Viewed,Completed,Email,Mobile,West,Personal Loan
E00151803,S001518,U000736,2025-05-22 10:55:08,Calculator Used,Completed,Email,Mobile,West,Personal Loan
E00151804,S001518,U000736,2025-05-22 11:11:57,CTA Clicked,Completed,Email,Mobile,West,Personal Loan
E00151805,S001518,U000736,2025-05-22 11:22:27,Lead Form Started,Completed,Email,Mobile,West,Personal Loan
E00151806,S001518,U000736,2025-05-22 11:24:07,Lead Form Submitted,Completed,Email,Mobile,West,Personal Loan
E00151901,S001519,U001136,2025-01-15 16:31:56,Website Visit,Completed,Direct,Mobile,North,Personal Loan
E00151902,S001519,U001136,2025-01-15 16:53:09,Product Page Viewed,Completed,Direct,Mobile,North,Personal Loan
E001519XX,S001519,U001136,2025-01-15 16:53:09,Product Page Viewed,Dropped Off,Direct,Mobile,North,Personal Loan
E00152001,S001520,U001582,2025-06-11 06:20:05,Website Visit,Completed,Organic Search,Mobile,West,Credit Card
E00152002,S001520,U001582,2025-06-11 06:42:00,Product Page Viewed,Completed,Organic Search,Mobile,West,Credit Card
E001520XX,S001520,U001582,2025-06-11 06:42:00,Product Page Viewed,Dropped Off,Organic Search,Mobile,West,Credit Card
E00152101,S001521,U001035,2025-01-27 14:57:42,Website Visit,Completed,Paid Ads,Mobile,South,Personal Loan
E00152102,S001521,U001035,2025-01-27 15:11:38,Product Page Viewed,Completed,Paid Ads,Mobile,South,Personal Loan
E00152103,S001521,U001035,2025-01-27 15:23:19,Calculator Used,Completed,Paid Ads,Mobile,South,Personal Loan
E001521XX,S001521,U001035,2025-01-27 15:23:19,Calculator Used,Dropped Off,Paid Ads,Mobile,South,Personal Loan
E00152201,S001522,U000382,2025-02-03 13:19:32,Website Visit,Completed,Referral,Tablet,Central,Savings Account
E00152202,S001522,U000382,2025-02-03 13:31:29,Product Page Viewed,Completed,Referral,Tablet,Central,Savings Account
E00152203,S001522,U000382,2025-02-03 13:47:44,Calculator Used,Completed,Referral,Tablet,Central,Savings Account
E001522XX,S001522,U000382,2025-02-03 13:47:44,Calculator Used,Dropped Off,Referral,Tablet,Central,Savings Account
E00152301,S001523,U001554,2025-03-22 21:23:21,Website Visit,Completed,Organic Search,Mobile,West,Insurance Plan
E00152302,S001523,U001554,2025-03-22 21:40:01,Product Page Viewed,Completed,Organic Search,Mobile,West,Insurance Plan
E001523XX,S001523,U001554,2025-03-22 21:40:01,Product Page Viewed,Dropped Off,Organic Search,Mobile,West,Insurance Plan
E00152401,S001524,U001975,2025-02-07 11:22:20,Website Visit,Completed,Email,Mobile,Central,Credit Card
E00152402,S001524,U001975,2025-02-07 11:34:11,Product Page Viewed,Completed,Email,Mobile,Central,Credit Card
E00152403,S001524,U001975,2025-02-07 11:41:22,Calculator Used,Completed,Email,Mobile,Central,Credit Card
E00152404,S001524,U001975,2025-02-07 11:54:36,CTA Clicked,Completed,Email,Mobile,Central,Credit Card
E00152405,S001524,U001975,2025-02-07 12:11:18,Lead Form Started,Completed,Email,Mobile,Central,Credit Card
E00152406,S001524,U001975,2025-02-07 12:19:42,Lead Form Submitted,Completed,Email,Mobile,Central,Credit Card
E00152501,S001525,U000062,2025-01-19 09:59:34,Website Visit,Completed,Email,Mobile,West,Personal Loan
E00152502,S001525,U000062,2025-01-19 10:17:42,Product Page Viewed,Completed,Email,Mobile,West,Personal Loan
E00152503,S001525,U000062,2025-01-19 10:33:31,Calculator Used,Completed,Email,Mobile,West,Personal Loan
E00152504,S001525,U000062,2025-01-19 10:49:32,CTA Clicked,Completed,Email,Mobile,West,Personal Loan
E00152505,S001525,U000062,2025-01-19 11:07:51,Lead Form Started,Completed,Email,Mobile,West,Personal Loan
E00152506,S001525,U000062,2025-01-19 11:20:37,Lead Form Submitted,Completed,Email,Mobile,West,Personal Loan
E00152601,S001526,U000262,2025-01-06 12:57:33,Website Visit,Completed,Direct,Desktop,West,Credit Card
E00152602,S001526,U000262,2025-01-06 13:14:24,Product Page Viewed,Completed,Direct,Desktop,West,Credit Card
E00152603,S001526,U000262,2025-01-06 13:27:24,Calculator Used,Completed,Direct,Desktop,West,Credit Card
E00152604,S001526,U000262,2025-01-06 13:50:07,CTA Clicked,Completed,Direct,Desktop,West,Credit Card
E00152605,S001526,U000262,2025-01-06 13:59:34,Lead Form Started,Completed,Direct,Desktop,West,Credit Card
E00152606,S001526,U000262,2025-01-06 14:09:33,Lead Form Submitted,Completed,Direct,Desktop,West,Credit Card
E00152701,S001527,U001533,2025-06-10 03:26:41,Website Visit,Completed,Email,Desktop,Central,Insurance Plan
E00152702,S001527,U001533,2025-06-10 03:34:35,Product Page Viewed,Completed,Email,Desktop,Central,Insurance Plan
E00152703,S001527,U001533,2025-06-10 03:39:14,Calculator Used,Completed,Email,Desktop,Central,Insurance Plan
E001527XX,S001527,U001533,2025-06-10 03:39:14,Calculator Used,Dropped Off,Email,Desktop,Central,Insurance Plan
E00152801,S001528,U001901,2025-03-06 16:14:23,Website Visit,Completed,Direct,Mobile,South,Personal Loan
E001528XX,S001528,U001901,2025-03-06 16:14:23,Website Visit,Dropped Off,Direct,Mobile,South,Personal Loan
E00152901,S001529,U000698,2025-01-18 20:59:26,Website Visit,Completed,Paid Ads,Mobile,Central,Savings Account
E00152902,S001529,U000698,2025-01-18 21:00:42,Product Page Viewed,Completed,Paid Ads,Mobile,Central,Savings Account
E00152903,S001529,U000698,2025-01-18 21:23:58,Calculator Used,Completed,Paid Ads,Mobile,Central,Savings Account
E00152904,S001529,U000698,2025-01-18 21:49:20,CTA Clicked,Completed,Paid Ads,Mobile,Central,Savings Account
E001529XX,S001529,U000698,2025-01-18 21:49:20,CTA Clicked,Dropped Off,Paid Ads,Mobile,Central,Savings Account
E00153001,S001530,U000870,2025-06-26 10:47:21,Website Visit,Completed,Paid Ads,Desktop,West,Personal Loan
E00153002,S001530,U000870,2025-06-26 10:57:56,Product Page Viewed,Completed,Paid Ads,Desktop,West,Personal Loan
E001530XX,S001530,U000870,2025-06-26 10:57:56,Product Page Viewed,Dropped Off,Paid Ads,Desktop,West,Personal Loan
E00153101,S001531,U000520,2025-04-21 12:31:18,Website Visit,Completed,Email,Desktop,South,Savings Account
E00153102,S001531,U000520,2025-04-21 12:34:35,Product Page Viewed,Completed,Email,Desktop,South,Savings Account
E00153103,S001531,U000520,2025-04-21 12:56:53,Calculator Used,Completed,Email,Desktop,South,Savings Account
E001531XX,S001531,U000520,2025-04-21 12:56:53,Calculator Used,Dropped Off,Email,Desktop,South,Savings Account
E00153201,S001532,U000907,2025-04-19 06:44:11,Website Visit,Completed,Email,Desktop,Central,Personal Loan
E00153202,S001532,U000907,2025-04-19 06:45:46,Product Page Viewed,Completed,Email,Desktop,Central,Personal Loan
E001532XX,S001532,U000907,2025-04-19 06:45:46,Product Page Viewed,Dropped Off,Email,Desktop,Central,Personal Loan
E00153301,S001533,U000326,2025-04-25 18:07:14,Website Visit,Completed,Paid Ads,Mobile,West,Personal Loan
E00153302,S001533,U000326,2025-04-25 18:29:19,Product Page Viewed,Completed,Paid Ads,Mobile,West,Personal Loan
E001533XX,S001533,U000326,2025-04-25 18:29:19,Product Page Viewed,Dropped Off,Paid Ads,Mobile,West,Personal Loan
E00153401,S001534,U001634,2025-04-04 06:32:46,Website Visit,Completed,Email,Desktop,West,Personal Loan
E00153402,S001534,U001634,2025-04-04 06:56:10,Product Page Viewed,Completed,Email,Desktop,West,Personal Loan
E00153403,S001534,U001634,2025-04-04 07:03:24,Calculator Used,Completed,Email,Desktop,West,Personal Loan
E001534XX,S001534,U001634,2025-04-04 07:03:24,Calculator Used,Dropped Off,Email,Desktop,West,Personal Loan
E00153501,S001535,U000142,2025-02-17 21:49:32,Website Visit,Completed,Referral,Mobile,Central,Personal Loan
E00153502,S001535,U000142,2025-02-17 21:56:46,Product Page Viewed,Completed,Referral,Mobile,Central,Personal Loan
E00153503,S001535,U000142,2025-02-17 22:13:50,Calculator Used,Completed,Referral,Mobile,Central,Personal Loan
E00153504,S001535,U000142,2025-02-17 22:38:50,CTA Clicked,Completed,Referral,Mobile,Central,Personal Loan
E00153505,S001535,U000142,2025-02-17 22:55:13,Lead Form Started,Completed,Referral,Mobile,Central,Personal Loan
E00153506,S001535,U000142,2025-02-17 23:21:58,Lead Form Submitted,Completed,Referral,Mobile,Central,Personal Loan
E00153601,S001536,U000020,2025-04-01 01:06:03,Website Visit,Completed,Direct,Desktop,East,Personal Loan
E00153602,S001536,U000020,2025-04-01 01:10:23,Product Page Viewed,Completed,Direct,Desktop,East,Personal Loan
E00153603,S001536,U000020,2025-04-01 01:18:32,Calculator Used,Completed,Direct,Desktop,East,Personal Loan
E00153604,S001536,U000020,2025-04-01 01:40:24,CTA Clicked,Completed,Direct,Desktop,East,Personal Loan
E001536XX,S001536,U000020,2025-04-01 01:40:24,CTA Clicked,Dropped Off,Direct,Desktop,East,Personal Loan
E00153701,S001537,U000744,2025-06-12 08:32:14,Website Visit,Completed,Social Media,Desktop,South,Personal Loan
E00153702,S001537,U000744,2025-06-12 08:47:30,Product Page Viewed,Completed,Social Media,Desktop,South,Personal Loan
E00153703,S001537,U000744,2025-06-12 09:13:16,Calculator Used,Completed,Social Media,Desktop,South,Personal Loan
E00153704,S001537,U000744,2025-06-12 09:18:33,CTA Clicked,Completed,Social Media,Desktop,South,Personal Loan
E00153705,S001537,U000744,2025-06-12 09:27:51,Lead Form Started,Completed,Social Media,Desktop,South,Personal Loan
E001537XX,S001537,U000744,2025-06-12 09:27:51,Lead Form Started,Dropped Off,Social Media,Desktop,South,Personal Loan
E00153801,S001538,U000384,2025-02-24 04:54:41,Website Visit,Completed,Social Media,Tablet,North,Personal Loan
E00153802,S001538,U000384,2025-02-24 04:55:29,Product Page Viewed,Completed,Social Media,Tablet,North,Personal Loan
E00153803,S001538,U000384,2025-02-24 05:25:28,Calculator Used,Completed,Social Media,Tablet,North,Personal Loan
E00153804,S001538,U000384,2025-02-24 05:46:56,CTA Clicked,Completed,Social Media,Tablet,North,Personal Loan
E00153805,S001538,U000384,2025-02-24 05:57:57,Lead Form Started,Completed,Social Media,Tablet,North,Personal Loan
E00153806,S001538,U000384,2025-02-24 06:16:43,Lead Form Submitted,Completed,Social Media,Tablet,North,Personal Loan
E00153901,S001539,U000303,2025-03-19 10:11:45,Website Visit,Completed,Social Media,Mobile,Central,Credit Card
E00153902,S001539,U000303,2025-03-19 10:22:44,Product Page Viewed,Completed,Social Media,Mobile,Central,Credit Card
E00153903,S001539,U000303,2025-03-19 10:46:26,Calculator Used,Completed,Social Media,Mobile,Central,Credit Card
E00153904,S001539,U000303,2025-03-19 11:10:34,CTA Clicked,Completed,Social Media,Mobile,Central,Credit Card
E001539XX,S001539,U000303,2025-03-19 11:10:34,CTA Clicked,Dropped Off,Social Media,Mobile,Central,Credit Card
E00154001,S001540,U001573,2025-04-26 10:36:15,Website Visit,Completed,Organic Search,Desktop,West,Personal Loan
E00154002,S001540,U001573,2025-04-26 11:05:20,Product Page Viewed,Completed,Organic Search,Desktop,West,Personal Loan
E00154003,S001540,U001573,2025-04-26 11:27:07,Calculator Used,Completed,Organic Search,Desktop,West,Personal Loan
E001540XX,S001540,U001573,2025-04-26 11:27:07,Calculator Used,Dropped Off,Organic Search,Desktop,West,Personal Loan
E00154101,S001541,U001831,2025-04-08 02:21:42,Website Visit,Completed,Direct,Mobile,North,Savings Account
E00154102,S001541,U001831,2025-04-08 02:41:35,Product Page Viewed,Completed,Direct,Mobile,North,Savings Account
E00154103,S001541,U001831,2025-04-08 03:02:44,Calculator Used,Completed,Direct,Mobile,North,Savings Account
E001541XX,S001541,U001831,2025-04-08 03:02:44,Calculator Used,Dropped Off,Direct,Mobile,North,Savings Account
E00154201,S001542,U000525,2025-01-22 02:04:42,Website Visit,Completed,Direct,Mobile,Central,Personal Loan
E00154202,S001542,U000525,2025-01-22 02:24:39,Product Page Viewed,Completed,Direct,Mobile,Central,Personal Loan
E00154203,S001542,U000525,2025-01-22 02:35:59,Calculator Used,Completed,Direct,Mobile,Central,Personal Loan
E001542XX,S001542,U000525,2025-01-22 02:35:59,Calculator Used,Dropped Off,Direct,Mobile,Central,Personal Loan
E00154301,S001543,U000258,2025-01-06 10:32:16,Website Visit,Completed,Direct,Desktop,South,Credit Card
E00154302,S001543,U000258,2025-01-06 10:42:43,Product Page Viewed,Completed,Direct,Desktop,South,Credit Card
E00154303,S001543,U000258,2025-01-06 10:52:29,Calculator Used,Completed,Direct,Desktop,South,Credit Card
E00154304,S001543,U000258,2025-01-06 11:19:07,CTA Clicked,Completed,Direct,Desktop,South,Credit Card
E00154305,S001543,U000258,2025-01-06 11:36:25,Lead Form Started,Completed,Direct,Desktop,South,Credit Card
E00154306,S001543,U000258,2025-01-06 11:40:16,Lead Form Submitted,Completed,Direct,Desktop,South,Credit Card
E00154401,S001544,U000322,2025-01-13 05:47:45,Website Visit,Completed,Paid Ads,Desktop,West,Personal Loan
E00154402,S001544,U000322,2025-01-13 05:53:45,Product Page Viewed,Completed,Paid Ads,Desktop,West,Personal Loan
E00154403,S001544,U000322,2025-01-13 06:20:51,Calculator Used,Completed,Paid Ads,Desktop,West,Personal Loan
E00154404,S001544,U000322,2025-01-13 06:47:06,CTA Clicked,Completed,Paid Ads,Desktop,West,Personal Loan
E001544XX,S001544,U000322,2025-01-13 06:47:06,CTA Clicked,Dropped Off,Paid Ads,Desktop,West,Personal Loan
E00154501,S001545,U000341,2025-06-08 05:24:44,Website Visit,Completed,Paid Ads,Tablet,South,Personal Loan
E001545XX,S001545,U000341,2025-06-08 05:24:44,Website Visit,Dropped Off,Paid Ads,Tablet,South,Personal Loan
E00154601,S001546,U001382,2025-06-08 05:25:41,Website Visit,Completed,Organic Search,Desktop,East,Insurance Plan
E00154602,S001546,U001382,2025-06-08 05:46:14,Product Page Viewed,Completed,Organic Search,Desktop,East,Insurance Plan
E001546XX,S001546,U001382,2025-06-08 05:46:14,Product Page Viewed,Dropped Off,Organic Search,Desktop,East,Insurance Plan
E00154701,S001547,U000962,2025-04-06 04:36:35,Website Visit,Completed,Organic Search,Tablet,North,Savings Account
E00154702,S001547,U000962,2025-04-06 05:05:27,Product Page Viewed,Completed,Organic Search,Tablet,North,Savings Account
