,session_id,user_id,session_start,session_date,source,device,region,age_band,income_band,product,is_returning_user,page_views,session_duration_seconds,completed_stage,product_page_viewed,calculator_used,cta_clicked,form_started,form_submitted,exit_page,exit_reason,estimated_opportunity_value,session_month,session_week
998,S000999,U000989,2025-03-03 00:10:32,2025-03-03,Referral,Mobile,West,25-34,50K-100K,Credit Card,0,1,1082,Lead Form Submitted,1,1,1,1,1,,,0,3,10
999,S001000,U001668,2025-05-11 21:19:50,2025-05-11,Social Media,Desktop,North,25-34,100K+,Savings Account,0,2,982,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,21182,5,19
1000,S001001,U001323,2025-04-20 07:16:42,2025-04-20,Social Media,Desktop,Central,35-44,50K-100K,Personal Loan,1,2,919,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,111062,4,16
1001,S001002,U001015,2025-01-25 09:38:57,2025-01-25,Paid Ads,Desktop,South,25-34,50K-100K,Credit Card,0,4,209,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,17068,1,4
1002,S001003,U001590,2025-05-25 09:26:35,2025-05-25,Organic Search,Desktop,North,45-54,100K+,Savings Account,1,8,142,Lead Form Submitted,1,1,1,1,1,,,0,5,21
1003,S001004,U001351,2025-02-08 11:08:55,2025-02-08,Social Media,Desktop,North,18-24,25K-50K,Savings Account,0,1,270,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,21065,2,6
1004,S001005,U001983,2025-01-16 06:17:08,2025-01-16,Organic Search,Mobile,South,18-24,50K-100K,Personal Loan,0,10,889,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,148196,1,3
1005,S001006,U001948,2025-02-18 07:55:34,2025-02-18,Paid Ads,Desktop,East,35-44,25K-50K,Savings Account,0,3,87,Lead Form Submitted,1,1,1,1,1,,,0,2,8
1006,S001007,U001076,2025-05-05 06:54:57,2025-05-05,Referral,Desktop,Central,25-34,Below 25K,Insurance Plan,1,10,945,Lead Form Submitted,1,1,1,1,1,,,0,5,19
1007,S001008,U001605,2025-06-03 15:26:11,2025-06-03,Email,Desktop,South,55+,50K-100K,Insurance Plan,0,2,402,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,9798,6,23
1008,S001009,U001622,2025-01-26 01:22:50,2025-01-26,Direct,Desktop,North,35-44,25K-50K,Insurance Plan,0,2,880,Lead Form Submitted,1,1,1,1,1,,,0,1,4
1009,S001010,U000551,2025-06-10 09:40:56,2025-06-10,Social Media,Mobile,North,45-54,100K+,Savings Account,0,2,284,Lead Form Submitted,1,1,1,1,1,,,0,6,24
1010,S001011,U000738,2025-05-11 09:01:44,2025-05-11,Paid Ads,Desktop,West,18-24,100K+,Personal Loan,0,5,731,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,113293,5,19
1011,S001012,U000383,2025-06-20 19:08:30,2025-06-20,Direct,Desktop,South,25-34,100K+,Personal Loan,0,1,1000,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,66526,6,25
1012,S001013,U000824,2025-01-09 09:31:11,2025-01-09,Organic Search,Mobile,Central,35-44,50K-100K,Personal Loan,0,10,568,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,77571,1,2
1013,S001014,U000291,2025-05-20 17:38:01,2025-05-20,Direct,Desktop,North,35-44,100K+,Personal Loan,1,11,1040,Lead Form Submitted,1,1,1,1,1,,,0,5,21
1014,S001015,U000401,2025-04-11 19:52:27,2025-04-11,Social Media,Mobile,East,25-34,50K-100K,Insurance Plan,0,3,1059,Lead Form Submitted,1,1,1,1,1,,,0,4,15
1015,S001016,U000040,2025-03-16 06:41:05,2025-03-16,Paid Ads,Mobile,North,45-54,25K-50K,Savings Account,0,5,443,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,15837,3,11
1016,S001017,U001120,2025-05-03 04:40:01,2025-05-03,Social Media,Desktop,North,45-54,25K-50K,Insurance Plan,0,2,615,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,4666,5,18
1017,S001018,U001495,2025-04-01 17:39:07,2025-04-01,Organic Search,Mobile,East,35-44,Below 25K,Credit Card,0,11,1063,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,24358,4,14
1018,S001019,U001178,2025-04-27 23:41:42,2025-04-27,Paid Ads,Tablet,South,25-34,Below 25K,Savings Account,0,3,209,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,16891,4,17
1019,S001020,U000379,2025-06-29 04:19:45,2025-06-29,Email,Mobile,East,35-44,100K+,Personal Loan,0,1,455,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,161582,6,26
1020,S001021,U001018,2025-02-27 13:10:15,2025-02-27,Social Media,Tablet,East,35-44,25K-50K,Savings Account,1,10,866,CTA Clicked,1,1,1,0,0,CTA Clicked,Not ready to apply,18622,2,9
1021,S001022,U000447,2025-02-16 19:25:07,2025-02-16,Paid Ads,Desktop,West,18-24,50K-100K,Insurance Plan,0,5,78,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,4905,2,7
1022,S001023,U000273,2025-03-05 15:27:44,2025-03-05,Direct,Mobile,South,45-54,50K-100K,Personal Loan,1,12,481,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,148556,3,10
1023,S001024,U000510,2025-06-11 09:47:39,2025-06-11,Email,Desktop,West,35-44,100K+,Savings Account,1,1,500,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,13044,6,24
1024,S001025,U000481,2025-03-20 06:18:04,2025-03-20,Referral,Mobile,South,55+,50K-100K,Credit Card,1,5,1062,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,23416,3,12
1025,S001026,U000133,2025-01-02 05:00:18,2025-01-02,Direct,Mobile,West,25-34,Below 25K,Savings Account,1,3,232,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,18303,1,1
1026,S001027,U000933,2025-01-11 11:50:36,2025-01-11,Paid Ads,Mobile,West,25-34,Below 25K,Credit Card,0,5,891,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,27389,1,2
1027,S001028,U001918,2025-04-28 17:33:59,2025-04-28,Direct,Tablet,South,18-24,Below 25K,Personal Loan,0,2,99,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,98546,4,18
1028,S001029,U001058,2025-06-27 15:03:39,2025-06-27,Organic Search,Tablet,North,55+,25K-50K,Personal Loan,0,4,341,Lead Form Submitted,1,1,1,1,1,,,0,6,26
1029,S001030,U000634,2025-03-17 23:01:45,2025-03-17,Email,Desktop,West,25-34,100K+,Personal Loan,0,5,1071,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,159899,3,12
1030,S001031,U001485,2025-02-18 19:24:24,2025-02-18,Email,Mobile,North,25-34,25K-50K,Personal Loan,1,7,427,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,77752,2,8
1031,S001032,U001137,2025-02-16 09:00:15,2025-02-16,Organic Search,Desktop,North,35-44,25K-50K,Personal Loan,1,11,16,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,120901,2,7
1032,S001033,U001584,2025-04-05 05:42:34,2025-04-05,Email,Tablet,North,18-24,50K-100K,Personal Loan,1,8,671,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,137140,4,14
1033,S001034,U000993,2025-05-22 10:06:33,2025-05-22,Referral,Desktop,West,35-44,100K+,Savings Account,0,11,1118,Lead Form Submitted,1,1,1,1,1,,,0,5,21
1034,S001035,U001091,2025-03-28 08:20:58,2025-03-28,Direct,Mobile,East,18-24,50K-100K,Insurance Plan,0,6,140,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,5825,3,13
1035,S001036,U001175,2025-02-28 15:36:44,2025-02-28,Referral,Desktop,Central,25-34,50K-100K,Personal Loan,0,12,80,Lead Form Submitted,1,1,1,1,1,,,0,2,9
1036,S001037,U000814,2025-06-10 01:47:26,2025-06-10,Direct,Mobile,East,25-34,Below 25K,Personal Loan,1,12,802,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,149713,6,24
1037,S001038,U000110,2025-05-12 05:44:55,2025-05-12,Direct,Desktop,West,25-34,25K-50K,Credit Card,0,4,428,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,33949,5,20
1038,S001039,U001156,2025-06-14 15:51:34,2025-06-14,Organic Search,Desktop,South,25-34,50K-100K,Insurance Plan,0,7,184,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,8284,6,24
1039,S001040,U001535,2025-03-26 16:23:58,2025-03-26,Referral,Desktop,East,25-34,Below 25K,Credit Card,1,8,259,Lead Form Submitted,1,1,1,1,1,,,0,3,13
1040,S001041,U001927,2025-05-11 07:07:28,2025-05-11,Organic Search,Mobile,South,45-54,Below 25K,Insurance Plan,1,10,1012,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,8481,5,19
1041,S001042,U000008,2025-02-13 04:53:39,2025-02-13,Organic Search,Desktop,North,25-34,50K-100K,Credit Card,1,10,773,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,31134,2,7
1042,S001043,U001393,2025-06-06 16:01:52,2025-06-06,Social Media,Desktop,East,35-44,50K-100K,Credit Card,1,5,659,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,34664,6,23
1043,S001044,U001894,2025-01-16 04:17:04,2025-01-16,Paid Ads,Mobile,West,25-34,50K-100K,Personal Loan,0,2,205,Lead Form Submitted,1,1,1,1,1,,,0,1,3
1044,S001045,U001775,2025-05-06 00:03:42,2025-05-06,Direct,Mobile,West,35-44,50K-100K,Insurance Plan,0,10,310,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,9449,5,19
1045,S001046,U001178,2025-01-04 12:42:42,2025-01-04,Email,Mobile,West,25-34,100K+,Credit Card,0,1,412,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,33465,1,1
1046,S001047,U000419,2025-03-29 01:48:17,2025-03-29,Direct,Desktop,South,55+,Below 25K,Personal Loan,0,2,1186,Lead Form Submitted,1,1,1,1,1,,,0,3,13
1047,S001048,U000258,2025-05-07 14:52:20,2025-05-07,Organic Search,Mobile,South,25-34,50K-100K,Credit Card,0,5,672,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,32519,5,19
1048,S001049,U000196,2025-06-24 01:59:06,2025-06-24,Paid Ads,Desktop,Central,35-44,50K-100K,Savings Account,1,9,530,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,20731,6,26
1049,S001050,U001355,2025-05-15 06:46:15,2025-05-15,Direct,Desktop,North,35-44,25K-50K,Personal Loan,0,12,1113,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,135758,5,20
1050,S001051,U001184,2025-03-30 09:15:17,2025-03-30,Paid Ads,Mobile,South,25-34,50K-100K,Personal Loan,1,10,279,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,102000,3,13
1051,S001052,U001927,2025-02-17 19:19:48,2025-02-17,Paid Ads,Desktop,East,35-44,100K+,Credit Card,0,9,1031,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,35585,2,8
1052,S001053,U000559,2025-02-07 00:08:15,2025-02-07,Organic Search,Tablet,East,45-54,25K-50K,Credit Card,0,10,871,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,25738,2,6
1053,S001054,U001016,2025-04-08 03:19:25,2025-04-08,Email,Desktop,Central,55+,25K-50K,Credit Card,0,3,454,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,16714,4,15
1054,S001055,U000217,2025-02-18 13:08:43,2025-02-18,Organic Search,Tablet,Central,25-34,Below 25K,Credit Card,0,9,537,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,29143,2,8
1055,S001056,U000614,2025-02-02 02:07:18,2025-02-02,Organic Search,Desktop,East,55+,50K-100K,Credit Card,0,9,391,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,35011,2,5
1056,S001057,U000958,2025-06-09 23:36:53,2025-06-09,Organic Search,Desktop,East,25-34,Below 25K,Insurance Plan,0,3,229,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,8500,6,24
1057,S001058,U001602,2025-01-16 06:28:19,2025-01-16,Direct,Mobile,North,25-34,100K+,Personal Loan,1,2,1170,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,149479,1,3
1058,S001059,U000599,2025-04-16 03:21:26,2025-04-16,Referral,Mobile,Central,18-24,50K-100K,Credit Card,0,7,996,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,21007,4,16
1059,S001060,U001381,2025-05-21 17:36:53,2025-05-21,Email,Mobile,East,35-44,50K-100K,Savings Account,1,11,1060,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,16263,5,21
1060,S001061,U001792,2025-02-08 05:34:50,2025-02-08,Paid Ads,Mobile,South,25-34,25K-50K,Savings Account,1,1,761,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,14332,2,6
1061,S001062,U001064,2025-06-25 17:59:46,2025-06-25,Paid Ads,Desktop,North,35-44,25K-50K,Personal Loan,0,8,286,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,133401,6,26
1062,S001063,U000524,2025-06-08 17:00:43,2025-06-08,Organic Search,Mobile,Central,25-34,25K-50K,Credit Card,0,10,611,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,18087,6,23
1063,S001064,U000143,2025-04-22 22:15:05,2025-04-22,Organic Search,Mobile,East,35-44,Below 25K,Personal Loan,0,3,583,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,158342,4,17
1064,S001065,U000213,2025-02-08 18:34:51,2025-02-08,Social Media,Tablet,North,25-34,25K-50K,Savings Account,0,3,465,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,19113,2,6
1065,S001066,U001851,2025-03-08 18:05:31,2025-03-08,Referral,Mobile,Central,25-34,25K-50K,Credit Card,0,2,719,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,26038,3,10
1066,S001067,U000775,2025-03-12 22:00:20,2025-03-12,Direct,Desktop,South,18-24,100K+,Credit Card,1,10,601,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,16015,3,11
1067,S001068,U001116,2025-02-08 05:25:34,2025-02-08,Email,Mobile,East,45-54,100K+,Personal Loan,0,9,1189,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,139547,2,6
1068,S001069,U001218,2025-01-31 12:09:39,2025-01-31,Social Media,Mobile,Central,45-54,100K+,Credit Card,0,4,382,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,37707,1,5
1069,S001070,U000797,2025-04-19 16:00:49,2025-04-19,Email,Mobile,Central,55+,50K-100K,Credit Card,0,12,869,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,20897,4,16
1070,S001071,U000108,2025-02-21 21:50:36,2025-02-21,Organic Search,Desktop,East,25-34,Below 25K,Insurance Plan,0,2,736,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,4868,2,8
1071,S001072,U000237,2025-02-10 18:19:00,2025-02-10,Email,Mobile,North,35-44,100K+,Personal Loan,0,5,786,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,155094,2,7
1072,S001073,U001157,2025-04-17 00:19:16,2025-04-17,Direct,Desktop,South,25-34,100K+,Insurance Plan,0,3,1004,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,10316,4,16
1073,S001074,U001131,2025-03-07 06:31:00,2025-03-07,Email,Mobile,North,35-44,25K-50K,Credit Card,0,11,326,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,37167,3,10
1074,S001075,U000876,2025-05-31 19:41:53,2025-05-31,Referral,Mobile,Central,35-44,50K-100K,Credit Card,1,11,626,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,26950,5,22
1075,S001076,U001618,2025-03-30 10:32:34,2025-03-30,Direct,Mobile,Central,35-44,100K+,Insurance Plan,0,1,1152,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,8360,3,13
1076,S001077,U000688,2025-06-13 09:32:55,2025-06-13,Paid Ads,Mobile,South,45-54,25K-50K,Credit Card,0,12,786,Lead Form Submitted,1,1,1,1,1,,,0,6,24
1077,S001078,U001667,2025-04-05 17:23:21,2025-04-05,Social Media,Desktop,South,18-24,25K-50K,Personal Loan,1,4,452,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,113498,4,14
1078,S001079,U001085,2025-02-24 05:14:40,2025-02-24,Social Media,Mobile,East,25-34,25K-50K,Personal Loan,0,4,794,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,112133,2,9
1079,S001080,U001914,2025-02-26 01:59:48,2025-02-26,Email,Mobile,West,45-54,100K+,Savings Account,0,12,183,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,22113,2,9
1080,S001081,U001571,2025-01-23 17:47:19,2025-01-23,Social Media,Desktop,South,55+,50K-100K,Personal Loan,0,1,955,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,66829,1,4
1081,S001082,U001534,2025-03-22 18:02:27,2025-03-22,Email,Mobile,South,45-54,50K-100K,Credit Card,1,11,625,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,21304,3,12
1082,S001083,U000859,2025-02-23 02:44:23,2025-02-23,Organic Search,Mobile,West,45-54,25K-50K,Personal Loan,0,5,1169,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,66059,2,8
1083,S001084,U001126,2025-05-18 14:02:10,2025-05-18,Organic Search,Desktop,Central,25-34,25K-50K,Savings Account,1,3,1175,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,9460,5,20
1084,S001085,U001927,2025-01-03 04:35:41,2025-01-03,Organic Search,Mobile,West,35-44,50K-100K,Savings Account,0,9,780,Lead Form Submitted,1,1,1,1,1,,,0,1,1
1085,S001086,U001886,2025-05-22 01:01:53,2025-05-22,Direct,Desktop,South,25-34,50K-100K,Personal Loan,1,9,1051,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,131515,5,21
1086,S001087,U000909,2025-03-24 06:22:09,2025-03-24,Referral,Mobile,East,35-44,Below 25K,Personal Loan,0,6,192,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,80498,3,13
1087,S001088,U000818,2025-03-01 08:43:23,2025-03-01,Paid Ads,Desktop,East,45-54,Below 25K,Credit Card,0,12,448,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,22381,3,9
1088,S001089,U000681,2025-01-03 19:29:31,2025-01-03,Organic Search,Desktop,North,35-44,50K-100K,Personal Loan,0,2,737,Lead Form Submitted,1,1,1,1,1,,,0,1,1
1089,S001090,U000086,2025-03-21 16:37:08,2025-03-21,Organic Search,Tablet,South,45-54,50K-100K,Personal Loan,0,8,530,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,71136,3,12
1090,S001091,U001931,2025-05-21 00:51:02,2025-05-21,Social Media,Mobile,East,35-44,50K-100K,Personal Loan,0,5,87,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,127914,5,21
1091,S001092,U001281,2025-01-22 03:59:34,2025-01-22,Paid Ads,Desktop,East,25-34,Below 25K,Credit Card,1,4,1181,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,30449,1,4
1092,S001093,U000414,2025-03-09 15:37:54,2025-03-09,Direct,Mobile,South,25-34,100K+,Savings Account,0,12,988,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,10660,3,10
1093,S001094,U000160,2025-02-08 07:29:43,2025-02-08,Direct,Desktop,South,25-34,50K-100K,Insurance Plan,0,1,131,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,7217,2,6
1094,S001095,U001806,2025-04-29 10:34:53,2025-04-29,Referral,Mobile,North,25-34,50K-100K,Personal Loan,0,12,553,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,64551,4,18
1095,S001096,U000392,2025-04-01 06:25:38,2025-04-01,Referral,Desktop,North,18-24,50K-100K,Insurance Plan,0,4,117,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,8389,4,14
1096,S001097,U001160,2025-03-09 13:02:42,2025-03-09,Direct,Desktop,West,45-54,25K-50K,Personal Loan,1,1,1197,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,69781,3,10
1097,S001098,U000393,2025-03-03 04:49:25,2025-03-03,Social Media,Desktop,Central,55+,50K-100K,Insurance Plan,0,2,692,Lead Form Submitted,1,1,1,1,1,,,0,3,10
1098,S001099,U001707,2025-02-18 07:35:26,2025-02-18,Email,Mobile,East,45-54,25K-50K,Savings Account,0,2,529,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,13823,2,8
1099,S001100,U001064,2025-03-23 11:36:15,2025-03-23,Email,Mobile,Central,35-44,Below 25K,Personal Loan,0,9,637,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,126485,3,12
1100,S001101,U001819,2025-02-18 13:19:29,2025-02-18,Paid Ads,Desktop,West,35-44,50K-100K,Personal Loan,0,4,390,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,102395,2,8
1101,S001102,U001644,2025-05-17 09:10:17,2025-05-17,Social Media,Desktop,South,18-24,100K+,Credit Card,1,9,268,Lead Form Submitted,1,1,1,1,1,,,0,5,20
1102,S001103,U000334,2025-01-16 13:05:32,2025-01-16,Paid Ads,Mobile,South,35-44,25K-50K,Savings Account,0,11,300,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,19891,1,3
1103,S001104,U000648,2025-02-06 16:55:14,2025-02-06,Referral,Mobile,North,45-54,50K-100K,Savings Account,0,5,284,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,17047,2,6
1104,S001105,U001618,2025-04-19 23:48:06,2025-04-19,Paid Ads,Desktop,East,35-44,25K-50K,Savings Account,0,8,29,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,11839,4,16
1105,S001106,U001543,2025-02-02 05:32:57,2025-02-02,Social Media,Mobile,South,18-24,Below 25K,Personal Loan,1,5,402,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,94342,2,5
1106,S001107,U001487,2025-01-27 14:39:21,2025-01-27,Social Media,Mobile,North,35-44,Below 25K,Savings Account,0,5,650,Website Visit,0,0,0,0,0,Website Visit,Slow page load,20966,1,5
1107,S001108,U000343,2025-04-10 18:40:57,2025-04-10,Organic Search,Desktop,East,25-34,50K-100K,Savings Account,1,4,873,Lead Form Submitted,1,1,1,1,1,,,0,4,15
1108,S001109,U000860,2025-05-13 01:06:02,2025-05-13,Organic Search,Desktop,West,45-54,50K-100K,Savings Account,0,9,440,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,13335,5,20
1109,S001110,U001786,2025-03-04 03:24:32,2025-03-04,Organic Search,Desktop,West,25-34,100K+,Savings Account,0,9,991,Lead Form Submitted,1,1,1,1,1,,,0,3,10
1110,S001111,U000723,2025-01-02 12:01:03,2025-01-02,Paid Ads,Desktop,East,55+,50K-100K,Credit Card,0,11,776,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,38940,1,1
1111,S001112,U001281,2025-05-31 16:04:11,2025-05-31,Organic Search,Mobile,Central,18-24,50K-100K,Personal Loan,0,2,71,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,90563,5,22
1112,S001113,U001345,2025-04-27 08:49:16,2025-04-27,Paid Ads,Mobile,West,25-34,Below 25K,Insurance Plan,0,2,663,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,7743,4,17
1113,S001114,U001065,2025-04-18 09:53:59,2025-04-18,Direct,Mobile,North,55+,50K-100K,Personal Loan,0,11,908,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,128580,4,16
1114,S001115,U001794,2025-01-16 02:39:00,2025-01-16,Email,Desktop,Central,25-34,50K-100K,Personal Loan,0,5,87,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,103491,1,3
1115,S001116,U000631,2025-01-20 06:24:05,2025-01-20,Paid Ads,Desktop,Central,18-24,50K-100K,Personal Loan,0,5,499,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,92738,1,4
1116,S001117,U000822,2025-02-08 01:45:43,2025-02-08,Referral,Desktop,East,25-34,50K-100K,Credit Card,0,11,276,Lead Form Submitted,1,1,1,1,1,,,0,2,6
1117,S001118,U001407,2025-01-10 20:14:44,2025-01-10,Organic Search,Desktop,North,45-54,25K-50K,Insurance Plan,0,4,857,Website Visit,0,0,0,0,0,Website Visit,Slow page load,10373,1,2
1118,S001119,U001899,2025-03-08 00:37:43,2025-03-08,Organic Search,Mobile,South,35-44,50K-100K,Credit Card,1,3,932,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,29895,3,10
1119,S001120,U001818,2025-06-06 17:15:39,2025-06-06,Organic Search,Desktop,West,35-44,50K-100K,Personal Loan,0,12,245,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,141370,6,23
1120,S001121,U001126,2025-05-25 08:04:06,2025-05-25,Organic Search,Desktop,North,18-24,25K-50K,Credit Card,0,7,1095,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,37975,5,21
1121,S001122,U000243,2025-02-23 22:35:48,2025-02-23,Direct,Desktop,West,35-44,100K+,Credit Card,1,6,642,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,18887,2,8
1122,S001123,U001281,2025-05-03 00:51:20,2025-05-03,Organic Search,Mobile,North,35-44,Below 25K,Savings Account,0,2,153,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,14076,5,18
1123,S001124,U001174,2025-05-18 08:23:41,2025-05-18,Referral,Mobile,North,45-54,Below 25K,Savings Account,0,5,952,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,16778,5,20
1124,S001125,U000693,2025-05-07 17:57:22,2025-05-07,Paid Ads,Desktop,South,18-24,25K-50K,Savings Account,1,4,201,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,10607,5,19
1125,S001126,U001459,2025-05-03 17:29:13,2025-05-03,Paid Ads,Desktop,North,25-34,25K-50K,Insurance Plan,1,1,837,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,8158,5,18
1126,S001127,U001504,2025-01-07 18:34:02,2025-01-07,Referral,Mobile,Central,55+,25K-50K,Personal Loan,1,4,389,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,140965,1,2
1127,S001128,U001782,2025-01-31 09:28:43,2025-01-31,Social Media,Mobile,West,25-34,Below 25K,Savings Account,0,6,421,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,19183,1,5
1128,S001129,U001094,2025-05-25 12:40:42,2025-05-25,Organic Search,Mobile,North,18-24,50K-100K,Personal Loan,1,9,192,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,63001,5,21
1129,S001130,U001634,2025-06-24 11:24:38,2025-06-24,Organic Search,Mobile,East,35-44,25K-50K,Personal Loan,0,10,975,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,64132,6,26
1130,S001131,U001206,2025-06-26 15:20:48,2025-06-26,Paid Ads,Mobile,West,35-44,Below 25K,Insurance Plan,0,12,1077,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,8278,6,26
